Ligand SMILES,Target Name,Kd (nM)
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn([C@@H]2CCC3(C2)OCCO3)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn([C@@H]2CCC3(C2)OCCO3)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn([C@H]2CCC3(C2)OCCO3)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn([C@H]2CCC3(C2)OCCO3)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CCC1(F)F)-c1cn([C@H]2CCOC[C@H]2OC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CCC1(F)F)-c1cn([C@H]2CCOC[C@H]2OC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1COC[C@H]1O)-c1cn([C@@H]2CCC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1COC[C@@H]1O)-c1cn([C@@H]2CCC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1COC[C@H]1O)-c1cn([C@H]2CCOC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1COC[C@H]1O)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1F)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@H]1CCOC[C@@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cnc2n(cccc12)[C@@H]1CCOC[C@H]1OC,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CCC1(F)F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CCC1(F)F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CCC1(F)F)-c1cnc2n(cccc12)[C@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CCC1(F)F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CCC1(F)F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CCC1(F)F)-c1cnc2n(cccc12)[C@@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1ccc(N2CC[C@@H](C2)OC)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1ccc(N2CC[C@@H](C2)OC)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1ccc(N2CCCC2)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1ccc(N2CC[C@@H](C2)OC)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1COC[C@H]1O)-c1ccc(N2CCCC2)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1COC[C@H]1O)-c1ccc(N2CC[C@@H](C2)OC)c2nccn12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2nn(ccc12)C(C)C,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cnc2nn(ccc12)C(C)C,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O)-c1cn([C@@H]2[C@H]3COC[C@@H]23)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cn([C@H]2CCOC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cn([C@H]2CCOC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cn(CC(=O)N(C)C)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn(CC(=O)N(C)C)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn(CC(=O)N(C)C)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn(CCOC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn(CCOC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cn([C@@H]2C[C@@H](C2)OC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn([C@@H]2C[C@@H](C2)OC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn([C@@H]2C[C@@H](C2)OC)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cn(CC(=O)N2CCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn(CC(=O)N2CCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn(CC(=O)N2CCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cn(CC(=O)N2CCCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@@H]1OC)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1OC)-c1cn([C@@H]2C[C@H](COC)C2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1COC[C@H]1O)-c1cn([C@H]2CCOC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1COC[C@@H]1O)-c1cn([C@H]2CCOC[C@@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1COC[C@H]1O)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1COC[C@@H]1O)-c1cn([C@@H]2CCOC[C@H]2F)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1CCOC[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O)-c1cnc2n(cccc12)[C@@H]1CCOC[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
